Series Name,Series Code,Country Name,Country Code,2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018]
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Afghanistan,AFG,4.67399603536339,-0.661709164713696,4.38389195513914,4.9759515055383,0.626149149168811
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Albania,ALB,1.62586504402607,3.50120835492656,-0.367317209784628,2.0605984592022,2.02805963071136
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Algeria,DZA,2.91692692067457,4.78444700693894,6.39769480268749,5.59111590961673,4.26999020467078
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,American Samoa,ASM,..,..,..,..,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Andorra,AND,..,..,..,..,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Angola,AGO,7.28038730361125,9.15037207517202,30.6953129934938,29.8435866918797,19.6286077209765
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Antigua and Barbuda,ATG,1.0894415743536,0.968993458825599,-0.489437796230513,2.43248789041366,1.20715793367003
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Argentina,ARG,..,..,..,..,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Armenia,ARM,2.98130868933673,3.73169119261695,-1.40360755900906,0.969553268816231,2.52023382001631
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Aruba,ABW,0.42144091888116,0.474763597342612,-0.931195987079616,-1.02828178762002,3.62604141352956
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Australia,AUS,2.48792270531403,1.50836672165921,1.27699094497328,1.94864740944522,1.91140094445692
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Austria,AUT,1.60581182954471,0.896563335260302,0.891591752655335,2.08126911385587,1.99837981429546
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Azerbaijan,AZE,1.3734418153318,4.02768573742728,12.4433748584372,12.9359184187334,2.26854690374005
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,"Bahamas, The",BHS,1.51375643050825,1.86148302863373,-0.346376929989402,1.51820700736153,2.26586346678726
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Bahrain,BHR,2.64755321246194,1.8486274237498,2.78679347602047,1.38671830576397,2.08766938046983
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Bangladesh,BGD,6.99163889220854,6.19428022984988,5.5135257269299,5.70207015717245,5.5436213948647
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Barbados,BRB,1.76950322089726,-1.11278992510961,1.28192813061894,4.66018463955997,3.67381410406798
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Belarus,BLR,18.1195543526734,13.5344897649734,11.8365807653497,6.0318372517779,4.87230220550689
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Belgium,BEL,0.340002833356965,0.561429152790106,1.97385264653172,2.12597086002609,2.05316499865181
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Belize,BLZ,..,..,..,..,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Benin,BEN,-0.548757550948147,0.218785923536177,-0.794050173906725,1.76941247391975,0.644803622440778
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Bermuda,BMU,..,..,..,..,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Bhutan,BTN,8.27106093949327,4.54814395082202,3.21988689395718,4.9550836698513,2.72396386183716
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Bolivia,BOL,5.7666007457914,4.05961041135646,3.62321431764138,2.8227580554717,2.27205987230148
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Bosnia and Herzegovina,BIH,-0.897194054194286,-1.03602303425476,-1.58409999999997,0.810133321953047,1.41710814018026
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Botswana,BWA,4.40225309243433,3.06203169580559,2.81495791361944,3.30828076768219,3.2380155894771
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Brazil,BRA,6.32904015516142,9.02990102416129,8.73914352329393,3.44637335032672,3.66485028376724
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,British Virgin Islands,VGB,..,..,..,..,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Brunei Darussalam,BRN,-0.207108731719878,-0.488347420743486,-0.278693265753062,-1.26050564628963,1.02505179290213
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Bulgaria,BGR,-1.41818380264842,-0.104633261008417,-0.798649886453611,2.06159619443137,2.81454473824833
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Burkina Faso,BFA,-0.258089517535353,0.724838981070599,0.441041448058759,1.48299897161327,1.95594302672532
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Burundi,BDI,4.4053523418529,5.54468891259786,5.55768961400965,16.0525353030392,-2.8146980766847
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Cabo Verde,CPV,-0.238778144990616,0.131187999024475,-1.40781637091703,0.784415251101353,1.25699566690509
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Cambodia,KHM,3.85568861424195,1.22393195511127,3.01913975139129,2.9126355737148,2.45908515380133
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Cameroon,CMR,1.8341307814992,2.68598277212217,0.861740257759474,0.64267352185089,1.0742994515814
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Canada,CAN,1.90663590717873,1.12524136094279,1.4287595470108,1.5968841285297,2.268225672481
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Cayman Islands,CYM,1.27397911533384,-2.34752770165614,-0.625258358618114,..,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Central African Republic,CAF,14.8986841797549,1.40297017136816,4.94543276106514,4.18072331871272,1.61215686991555
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Chad,TCD,1.68197313925659,4.3771266506566,-0.792440525236028,-1.53709962980847,4.27462198610544
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Channel Islands,CHI,..,..,..,..,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Chile,CHL,4.71867527854671,4.3487735321705,3.78619355893115,2.18271846868523,2.43488981353058
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,China,CHN,1.92164162788521,1.43702380935655,2.00000182191941,1.59313600071434,2.07479039965578
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Colombia,COL,2.89781874427855,4.99023427513779,7.51429322788323,4.3121410323773,3.24023413752975
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Comoros,COM,..,..,..,..,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,"Congo, Dem. Rep.",COD,1.24303889760763,0.744198994781499,2.88585107290009,..,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,"Congo, Rep.",COG,0.912139545450186,3.16909796750826,3.19056179723775,0.450063823285551,1.15277896375521
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Costa Rica,CRI,4.51920098516958,0.801982005099592,-0.0174788505908107,1.62590692991729,2.22111461526584
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Cote d'Ivoire,CIV,0.44868207676614,1.25149954781474,0.723178457513252,0.685881065304644,0.359409031380664
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Croatia,HRV,-0.215196159576215,-0.464499004645002,-1.12500000000001,1.12937210282344,1.50012501041753
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Cuba,CUB,..,..,..,..,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Curacao,CUW,1.49873969616456,-0.476542049801981,-0.0472079848934612,1.58558801700291,2.58368756641871
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Cyprus,CYP,-1.35498885446312,-2.09699769053118,-1.42916666666668,0.5317664961745,1.43549119531762
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Czech Republic,CZE,0.343988589646784,0.309364548494974,0.683504209385683,2.45053398460138,2.14949494949492
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Denmark,DNK,0.564020540449518,0.452034153691623,0.249999999999997,1.14713216957606,0.813609467455633
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Djibouti,DJI,1.34186494340156,-0.847389733971994,2.73841208738761,0.568112117084679,0.147970849877116
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Dominica,DMA,0.799250372687513,-0.843826984638296,0.141816225732303,0.296252889279557,0.989191119189815
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Dominican Republic,DOM,2.99864226125217,0.836746346724583,1.61416607245221,3.27955694678546,3.56443426013507
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Ecuador,ECU,3.58922016616669,3.96664623255354,1.72826463324535,0.417335588666803,-0.224103246005465
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,"Egypt, Arab Rep.",EGY,10.0702154687482,10.370490343517,13.8136062148289,29.5066083940039,14.4014657807421
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,El Salvador,SLV,1.1413446753823,-0.731384487387986,0.604049086996682,1.01235403315573,1.09033000581896
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Equatorial Guinea,GNQ,4.30999866149112,1.67663085315985,1.41193915479014,0.745599218497516,1.34988438751676
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Eritrea,ERI,..,..,..,..,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Estonia,EST,-0.106175146521716,-0.492326006547338,0.148684907627356,3.41723549488057,3.43632688420445
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Eswatini,SWZ,5.68134885776449,4.95124493704917,7.84727459085681,6.22137528933114,4.81506167461507
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Ethiopia,ETH,6.89001951597192,9.56889955968619,6.62813337230928,10.6871150284238,13.8330356586661
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Faroe Islands,FRO,..,..,..,..,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Fiji,FJI,0.519306474579103,1.37488542621447,3.86322538221274,3.34757834757835,4.08147637644538
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Finland,FIN,1.04119621178439,-0.207928839905218,0.356684500891696,0.754015047084413,1.08382098409299
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,France,FRA,0.507758822937957,0.0375143805125363,0.183334861123848,1.03228275064674,1.85081508315494
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,French Polynesia,PYF,..,..,..,..,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Gabon,GAB,4.69045751826283,-0.338795188753357,2.1067071278405,2.65192583143898,4.74906652083221
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,"Gambia, The",GMB,5.94799935696623,6.80845494579613,7.22879272057922,8.0341897454591,6.52096823946571
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Georgia,GEO,3.06881210379542,4.00357820695098,2.13492713939124,6.03531725272117,2.61524471397664
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Germany,DEU,0.906797948515676,0.51442053951781,0.49174862477081,1.50949655801608,1.73216766075662
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Ghana,GHA,15.4896160333319,17.1499695007878,17.4546347070868,12.3719215507048,7.80876516610709
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Gibraltar,GIB,..,..,..,..,..
